nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT00319254,Study Evaluating SKI-606 (Bosutinib) In Subjects With Breast Cancer,https://clinicaltrials.gov/study/NCT00319254,COMPLETED,Breast Neoplasms|Neoplasm Metastasis,DRUG: SKI-606 (Bosutinib),Pfizer,nan,INTERVENTIONAL,Unknown
NCT06762483,"Integrated Testing Strategy for Simultaneous Detection of ESR-1 and GBRCA Mutations Via Liquid Biopsy in HR+/HER2- Metastatic Breast Cancer (mBC) Patients,",https://clinicaltrials.gov/study/NCT06762483,RECRUITING,"Breast Cancer, Metastatic",nan,European Institute of Oncology,nan,OBSERVATIONAL,Unknown
NCT04133207,Clinical Outcome and Toxicity Data in Patients With Advanced Breast Cancer Treated With CDK Inhibitors Combined With Endocrine Therapy,https://clinicaltrials.gov/study/NCT04133207,COMPLETED,Breast Cancer Stage IV,nan,Hellenic Cooperative Oncology Group,nan,OBSERVATIONAL,Unknown
NCT06567353,A Multi-mode Thermophysical Immunotherapy Study for Breast Cancer Liver Metastases,https://clinicaltrials.gov/study/NCT06567353,RECRUITING,Breast Neoplasms|Liver Neoplasms|Metastasis,DEVICE: Multi-mode tumor treatment system|DEVICE: Radiofrequency ablation therapeutic apparatus,Ruijin Hospital,nan,INTERVENTIONAL,Unknown
NCT04116125,Omitting Biopsy of SEntinel Lymph Node With Radiation After Neoadjuvant Chemotherapy in Breast Cancer (OBSERB) Trial,https://clinicaltrials.gov/study/NCT04116125,UNKNOWN,Breast Neoplasm Female|Lymphatic Metastasis,PROCEDURE: Radiotherapy,Kyungpook National University Chilgok Hospital,Korean Breast Cancer Study Group,INTERVENTIONAL,Unknown
NCT00532454,Evaluation of the Association Between CYP2D6 Genetic Polymorphisms and the Treatment Effect of Tamoxifen,https://clinicaltrials.gov/study/NCT00532454,TERMINATED,Breast Cancer|Metastatic Disease,DRUG: Tamoxifen,"National Cancer Center, Korea",nan,INTERVENTIONAL,Unknown
NCT03164486,First-in-Human Positron Emission Tomography Study Using the 18F-αvβ6-Binding-Peptide,https://clinicaltrials.gov/study/NCT03164486,ACTIVE_NOT_RECRUITING,Breast Carcinoma|Colorectal Carcinoma|Lung Carcinoma|Metastatic Malignant Neoplasm in the Breast|Metastatic Malignant Neoplasm in the Colon|Metastatic Malignant Neoplasm in the Lung|Metastatic Malignant Neoplasm in the Rectum|Pancreatic Carcinoma,DRUG: 18F-αvβ6-BP,"Julie L. Sutcliffe, Ph.D",National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT00130494,Zoledronic Acid Administration to Metastatic Breast Cancer Patients With Non-symptomatic Bone Lesions,https://clinicaltrials.gov/study/NCT00130494,TERMINATED,Breast Cancer|Neoplasm Metastasis,DRUG: Zoledronic acid,Spanish Breast Cancer Research Group,Novartis,INTERVENTIONAL,Unknown
NCT02583828,Study in Letrozole Combined With Metronomic Oral Cyclophosphamide in Elderly Metastasis Breast Cancer Patients,https://clinicaltrials.gov/study/NCT02583828,COMPLETED,Breast Neoplasms|Neoplasm Metastasis,DRUG: Cyclophosphamide 50mg|DRUG: Letrozole 2.5 mg,Capital Medical University,nan,INTERVENTIONAL,Unknown
NCT00067314,Study in Women With Metastatic Breast Cancer Whose Cancer Has Gotten Worse After Anthracycline and Taxane Therapy,https://clinicaltrials.gov/study/NCT00067314,COMPLETED,Breast Neoplasms|Neoplasm Metastasis,DRUG: Edotecarin,Pfizer,nan,INTERVENTIONAL,Unknown
NCT04215146,A Study to Assess Overall Response Rate by Inducing an Inflammatory Phenotype in Metastatic BReast cAnCEr With the Oncolytic Reovirus PeLareorEp in CombinaTion With Anti-PD-L1 Avelumab and Paclitaxel - BRACELET-1 Study,https://clinicaltrials.gov/study/NCT04215146,ACTIVE_NOT_RECRUITING,Breast Cancer Metastatic,DRUG: Paclitaxel|BIOLOGICAL: Pelareorep|DRUG: Avelumab,Oncolytics Biotech,"PrECOG, LLC.",INTERVENTIONAL,Unknown
NCT03401359,The Resistance and Immune Response to Palbociclib in Breast Cancer,https://clinicaltrials.gov/study/NCT03401359,UNKNOWN,Breast Cancer Stage IV,"GENETIC: tissue biopsy, blood sample",Samsung Medical Center,nan,INTERVENTIONAL,Unknown
NCT03696030,HER2-CAR T Cells in Treating Patients With Recurrent Brain or Leptomeningeal Metastases,https://clinicaltrials.gov/study/NCT03696030,ACTIVE_NOT_RECRUITING,Malignant Neoplasm|Metastatic Malignant Neoplasm in the Brain|Metastatic Malignant Neoplasm in the Leptomeninges|Breast Cancer|HER2-positive Breast Cancer,BIOLOGICAL: Chimeric Antigen Receptor T-Cell Therapy,City of Hope Medical Center,National Cancer Institute (NCI)|California Institute for Regenerative Medicine (CIRM),INTERVENTIONAL,Unknown
NCT00083993,Study Evaluating CCI-779 and Letrozole in Post-menopausal Women With Breast Cancer,https://clinicaltrials.gov/study/NCT00083993,TERMINATED,Breast Neoplasms|Neoplasm Metastasis,DRUG: Temsirolimus (CCI-779) for 34 months|DRUG: Letrozole for 34 months,Wyeth is now a wholly owned subsidiary of Pfizer,nan,INTERVENTIONAL,Unknown
NCT04646564,Radiotherapy for Extracranial Oligometastatic Breast Cancer,https://clinicaltrials.gov/study/NCT04646564,RECRUITING,Breast Cancer Metastatic,DRUG: standard of care|RADIATION: radiotherapy + standard of care,Chinese Academy of Medical Sciences,"Liaoning Cancer Hospital & Institute|Wuhan University|China-Japan Union Hospital, Jilin University|Taizhou Hospital of Zhejiang Province affiliated to Wenzhou Medical University|West China Hospital|Shanxi Province Cancer Hospital|Peking Union Medical College Hospital",INTERVENTIONAL,Unknown
NCT05155566,Treatment Patterns And Clinical Outcomes Among Patients in Latin America Receiving First Line Palbociclib Combinations For HR+/HER2- Advanced/Metastatic Breast Cancer In Real World Settings.,https://clinicaltrials.gov/study/NCT05155566,COMPLETED,Breast Cancer Metastatic,nan,Pfizer,nan,OBSERVATIONAL,Unknown
NCT06165419,Definitive Radiation for High-Risk Spine Metastases,https://clinicaltrials.gov/study/NCT06165419,RECRUITING,Metastatic Cancer|Metastatic Lung Cancer|Metastatic Breast Cancer|Metastatic Tumor|Metastatic Tumor of Bone|Metastatic Tumor to the Spine|Spine Metastases|Metastasis,RADIATION: SBRT to the spine,Stony Brook University,The University of Texas Health Science Center at San Antonio,INTERVENTIONAL,Unknown
NCT03045653,Efficacy of High Dose Tamoxifen to Advanced Hormone Receptor-High Expressed Breast Cancer,https://clinicaltrials.gov/study/NCT03045653,COMPLETED,Breast Cancer Metastatic,DRUG: Tamoxifen Oral Product,Sun Yat-sen University,nan,INTERVENTIONAL,Unknown
NCT01332630,TPI 287 in Breast Cancer Metastatic to the Brain,https://clinicaltrials.gov/study/NCT01332630,COMPLETED,Breast Cancer,DRUG: TPI 287|DRUG: Dexamethasone|DRUG: Benadryl|DRUG: Ranitidine,M.D. Anderson Cancer Center,"Cortice Biosciences, Inc.",INTERVENTIONAL,Unknown
NCT01441596,Lux-Breast 3; Afatinib Alone or in Combination With Vinorelbine in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Positive Breast Cancer Suffering From Brain Metastases,https://clinicaltrials.gov/study/NCT01441596,COMPLETED,Breast Neoplasms|Neoplasm Metastasis,DRUG: Vinorelbine|DRUG: Investigator's choice of treatment|DRUG: afatinib|DRUG: afatinib,Boehringer Ingelheim,nan,INTERVENTIONAL,Unknown
NCT06611891,Evaluation of Somatostatin Receptor Expression in PET 68Ga-DOTATOC in Patients Followed for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT06611891,RECRUITING,Breast Cancer Metastatic,DRUG: 68Ga-DOTATOC,"University Hospital, Grenoble",nan,INTERVENTIONAL,Unknown
NCT06557148,A Study Comparing Cancer Imaging Approaches in People With Lobular Breast Cancer,https://clinicaltrials.gov/study/NCT06557148,RECRUITING,Breast Cancer|Lobular Breast Carcinoma|Breast Carcinoma|Metastatic Breast Cancer|Metastatic Lobular Breast Carcinoma|Metastatic Breast Carcinoma,DIAGNOSTIC_TEST: 18F-Fluoroestradiol PET/CT,Memorial Sloan Kettering Cancer Center,nan,OBSERVATIONAL,Unknown
NCT01118975,GCC 0845:Vorinostat and Lapatinib in Advanced Solid Tumors and Advanced Breast Cancer to Evaluate Response and Biomarkers,https://clinicaltrials.gov/study/NCT01118975,TERMINATED,Breast Cancer|Neoplasm Metastasis,DRUG: Vorinostat|DRUG: Lapatinib,"University of Maryland, Baltimore",University of Maryland Greenebaum Cancer Center,INTERVENTIONAL,Unknown
NCT01221870,Tesetaxel as First-line Therapy for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01221870,UNKNOWN,Breast Neoplasm,DRUG: Tesetaxel once every 3 weeks|DRUG: Tesetaxel once weekly,Genta Incorporated,nan,INTERVENTIONAL,Unknown
NCT00190489,"A Trial of Doxorubicin/Cyclophosphamide (AC), Docetaxel (D), and Alternating AC and D for Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00190489,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: AC (ADM 40mg/m2+CPA 500mg/m2) q21 days x 6 cycles|DRUG: Docetaxel 60mg/m2 every 21 days for 6 cycles|DRUG: AC and Docetaxel 60mg/m2 alternately q21 days for 6 cycles,Japan Clinical Oncology Group,"Ministry of Health, Labour and Welfare, Japan",INTERVENTIONAL,Unknown
NCT01069081,Docetaxel and Cisplatin Chemotherapy With or Without High Dose Proton Pump Inhibitor in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01069081,COMPLETED,"Breast Cancer|Metastasis, Neoplasm",DRUG: Arm C|DRUG: Arm B|DRUG: Arm A,Fudan University,Istituto Superiore di Sanità,INTERVENTIONAL,Unknown
NCT03066947,SV-BR-1-GM in Metastatic or Locally Recurrent Breast Cancer,https://clinicaltrials.gov/study/NCT03066947,COMPLETED,Breastcancer|Breast Neoplasm,BIOLOGICAL: SV-BR-1-GM|DRUG: Cyclophosphamide|BIOLOGICAL: Interferon-alpha-2b,BriaCell Therapeutics Corporation,"Cancer Insight, LLC",INTERVENTIONAL,Unknown
NCT00001269,"Phase I Trial of FLAC (5-Fluorouracil, Leucovorin, Adriamycin, Cytoxan) Plus GM-CSF (Granulocyte-Macrophage Colony Stimulating Factor) Plus Dose Escalation of IL-3 (Interleukin-3) in Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00001269,COMPLETED,Breast Neoplasms|Neoplasm Metastasis,DRUG: IL-3,National Cancer Institute (NCI),nan,INTERVENTIONAL,Phase 1
NCT03870620,Metastatic Breast Cancer in Austria,https://clinicaltrials.gov/study/NCT03870620,RECRUITING,Breast Cancer|Breast Carcinoma|Breast Tumor,nan,Arbeitsgemeinschaft medikamentoese Tumortherapie,Hoffmann-La Roche|Daiichi Sankyo|Pfizer|Novartis|Caris Life Sciences|AstraZeneca|Seagen Inc.|Eli Lilly and Company,OBSERVATIONAL,Unknown
NCT05573893,"PROVIDENCE - Prospective Non-interventional Study (NIS) to Examine Patient-reported Outcomes and Real-world Clinical Data in Patients With HER2-positive, HER2-low or HER2-ultralow Unresectable or Metastatic Breast Cancer Treated With Trastuzumab Deruxtecan",https://clinicaltrials.gov/study/NCT05573893,RECRUITING,Breast Neoplasms|Breast Cancer|Neoplasm Metastasis,nan,AstraZeneca,Daiichi Sankyo,OBSERVATIONAL,Unknown
NCT00629148,Sequential Versus Simultaneous Use of Vinorelbine and Capecitabine in Patients With Metastatic Breast Cancer (MBC),https://clinicaltrials.gov/study/NCT00629148,COMPLETED,"Breast Cancer|Metastasis, Neoplasm",DRUG: Vinorelbine and Capecitabine|DRUG: Vinorelbine and Capecitabine,Fudan University,nan,INTERVENTIONAL,Unknown
NCT02970682,SFX-01 in the Treatment and Evaluation of Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02970682,COMPLETED,Breast Neoplasm,DRUG: SFX-01|DRUG: Fulvestrant|DRUG: Tamoxifen|DRUG: Aromatase Inhibitors,Evgen Pharma,Premier Research,INTERVENTIONAL,Unknown
NCT00377780,"Liposomal Doxorubicin, Trastuzumab, and Docetaxel in HER2 Positive Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00377780,TERMINATED,Breast Cancer|Neoplasm Metastasis,"DRUG: Non pegylated liposomal doxorubicin, trastuzumab, docetaxel",Laurence J.C. van Warmerdam,Cephalon|Sanofi,INTERVENTIONAL,Unknown
NCT00377559,Liposomal Doxorubicin and Docetaxel in HER2 Negative Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00377559,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: Non pegylated liposomal doxorubicin and docetaxel,Catharina Ziekenhuis Eindhoven,Cephalon|Sanofi,INTERVENTIONAL,Unknown
NCT00128310,Vinorelbine Versus Gemcitabine Plus Vinorelbine in Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT00128310,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: Vinorelbine|DRUG: Gemcitabine,Spanish Breast Cancer Research Group,Eli Lilly and Company,INTERVENTIONAL,Unknown
NCT07137871,Clinical Trial of Avasopasem in Patients With Metastatic Hormone Receptor Positive Breast Cancer With Progression on a CDK 4/6 Inhibitor and Hormonal Therapy,https://clinicaltrials.gov/study/NCT07137871,RECRUITING,Breast Cancer Metastatic,DRUG: Avasopasem,The University of Texas Health Science Center at San Antonio,nan,INTERVENTIONAL,Unknown
NCT06217874,Collection of Specimens and Clinical Data for Patients With Recurrent or Metastatic Breast Cancer or Male Breast Cancer,https://clinicaltrials.gov/study/NCT06217874,RECRUITING,Breast Carcinoma|Metastatic Breast Carcinoma|Recurrent Breast Carcinoma,OTHER: Non-Interventional Study,Mayo Clinic,nan,OBSERVATIONAL,Unknown
NCT04262804,A Study to Evaluate the Efficacy and Safety of Margetuximab Plus Chemotherapy in the Treatment of Chinese Patients With HER2+ MBC,https://clinicaltrials.gov/study/NCT04262804,UNKNOWN,Breast Cancer Metastatic,DRUG: Margetuximab|DRUG: Trastuzumab|DRUG: Chosen Chemotherapy (Capecitabine)|DRUG: Chosen Chemotherapy (Vinorelbine )|DRUG: Chosen Chemotherapy (Gemcitabine ),"Zai Lab (Shanghai) Co., Ltd.",nan,INTERVENTIONAL,Unknown
NCT06873997,Real World Study of Bone Metastases in Patients with Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT06873997,COMPLETED,Breast Cancer Metastatic,nan,Zhejiang Cancer Hospital,nan,OBSERVATIONAL,Unknown
NCT06849947,"Fulvestrant With Ribociclib Versus Physician's Choice Treatments Recurred After Completion of Adjuvant Cyclin-Dependent Kinase 4/6 Inhibitors in HR+, HER2- Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT06849947,NOT_YET_RECRUITING,Breast Cancer Metastatic,DRUG: Ribociclib with fulvestrant|DRUG: Physician's choice treatments group,Yeon Hee Park,nan,INTERVENTIONAL,Unknown
NCT06857305,"Efficacy and Safety of Biweekly Regimen of Eribulin Versus a Standard Regimen for the Treatment of Locally Recurrent or Metastatic HER2-negative Breast Cancer: a Multicenter, Randomized, Open-label, Phase III Trial",https://clinicaltrials.gov/study/NCT06857305,ENROLLING_BY_INVITATION,Breast Cancer Metastatic,DRUG: Eribulin biweekly regimen|DRUG: Eribulin standard regimen,Ma Fei，MD,nan,INTERVENTIONAL,Phase 3
NCT06876636,Zoledronic Acid Combined With EC-T for Triple-Negative Breast Cancer,https://clinicaltrials.gov/study/NCT06876636,ACTIVE_NOT_RECRUITING,Breast Cancer Metastatic,DRUG: Zoledronic Acid Combined with Neoadjuvant Chemotherapy (EC-T),Xijing Hospital,nan,INTERVENTIONAL,Unknown
NCT05205200,Immune Therapy in HR-positive/HER2-negative Metastatic Breast Cancer(ENIGMA)-BCTOP-L-M02,https://clinicaltrials.gov/study/NCT05205200,RECRUITING,Breast Cancer|Metastatic Cancer,DRUG: SHR-1316|DRUG: SHR6390|DRUG: Nab paclitaxel|DRUG: SERD|DRUG: AI,Fudan University,Peking University Cancer Hospital & Institute|First Hospital of China Medical University|Sun Yat-sen University|First Affiliated Hospital Xi'an Jiaotong University|Liaoning Cancer Hospital & Institute|Chongqing University Cancer Hospital|Northern Jiangsu People's Hospital|Fujian Medical University Union Hospital|Ningbo Medical Center Lihuili Hospital|Shanghai First Maternity and Infant Hospital|Shanghai 6th People's Hospital|Affiliated Hospital of Nantong University,INTERVENTIONAL,Unknown
NCT00967031,Lapatinib Ditosylate and Capecitabine in Treating Patients With Stage IV Breast Cancer and Brain Metastases,https://clinicaltrials.gov/study/NCT00967031,COMPLETED,Breast Cancer|Metastatic Cancer,DRUG: capecitabine|DRUG: lapatinib ditosylate|OTHER: circulating tumor cell analysis|OTHER: laboratory biomarker analysis,UNICANCER,nan,INTERVENTIONAL,Unknown
NCT00317720,Trastuzumab and RAD001 in Patients With Human Epidermal Growth Receptor 2 (HER-2) Overexpressing Breast Cancer,https://clinicaltrials.gov/study/NCT00317720,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: Trastuzumab|DRUG: RAD001,M.D. Anderson Cancer Center,Novartis,INTERVENTIONAL,Unknown
NCT06616987,Prevention of Sacituzumab Govitecan-related Neutropenia in Patients With Metastatic Triple Negative Breast Cancer,https://clinicaltrials.gov/study/NCT06616987,RECRUITING,Breast Cancer Metastatic,DRUG: Sacituzumab Govitecan with pegfilgrastim,Yeon Hee Park,nan,INTERVENTIONAL,Unknown
NCT06750484,Trial of Trastuzumab Deruxtecan in Previously Treated HER2,https://clinicaltrials.gov/study/NCT06750484,RECRUITING,Breast Cancer Metastatic,DRUG: Trastuzumab Deruxtecan,Yale University,Daiichi Sankyo|AstraZeneca,INTERVENTIONAL,Unknown
NCT06612814,PARP Inhibitor With CDK4/ 6 Inhibitor and Endocrine Therapy in HR+/ HER2-Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT06612814,ACTIVE_NOT_RECRUITING,Breast Cancer Metastatic,DRUG: Fluzoparib|DRUG: Dalpiciclib|DRUG: Fulvestrant/AI,Zhimin Shao,First Hospital of China Medical University|Sun Yat-sen University|Chongqing University Cancer Hospital|Fujian Medical University Union Hospital|Ningbo Medical Center Lihuili Hospital|Shanghai First Maternity and Infant Hospital|Affiliated Hospital of Nantong University|Peking University Cancer Hospital & Institute|First Affiliated Hospital Xi'an Jiaotong University|Liaoning Cancer Hospital & Institute|Northern Jiangsu People's Hospital|Shanghai 6th People's Hospital,INTERVENTIONAL,Unknown
NCT00410813,"S0622, Dasatinib in Treating Patients With Stage IV Breast Cancer That Has Spread to the Bone",https://clinicaltrials.gov/study/NCT00410813,COMPLETED,Breast Cancer|Metastatic Cancer,DRUG: dasatinib,SWOG Cancer Research Network,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT06706570,PIK3CA Mutational Status Assessment,https://clinicaltrials.gov/study/NCT06706570,RECRUITING,Breast Cancer Metastatic,nan,European Institute of Oncology,nan,OBSERVATIONAL,Unknown
NCT00072865,Pemetrexed and Carboplatin in Locally Advanced or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00072865,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: Pemetrexed|DRUG: Carboplatin,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT05033769,Assessing ImmunoResponse Post Eribulin: Eribulin and Immunogenicity in Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT05033769,UNKNOWN,"Breast Cancer Female|Neoplasm, Breast|Breast Cancer Metastatic",DRUG: Eribulin Injection [Halaven]|DRUG: Paclitaxel injection,Institut fuer Frauengesundheit,Eisai GmbH,INTERVENTIONAL,Unknown
NCT00270491,Capecitabine Associated With Weekly Paclitaxel in Metastatic Breast Cancer.,https://clinicaltrials.gov/study/NCT00270491,COMPLETED,Breast Cancer|Neoplasm Metastasis,DRUG: Paclitaxel|DRUG: Capecitabine,ARCAGY/ GINECO GROUP,nan,INTERVENTIONAL,Unknown
NCT00338286,A Study of Epoetin Alfa Plus Standard Supportive Care Versus Standard Supportive Care Only in Anemic Patients With Metastatic Breast Cancer Receiving Standard Chemotherapy,https://clinicaltrials.gov/study/NCT00338286,COMPLETED,Breast Cancer|Neoplasm Metastasis,OTHER: Standard supportive care (packed RBC transfusion)|DRUG: epoetin alfa + packed RBC transfusion,"Janssen Research & Development, LLC",nan,INTERVENTIONAL,Unknown
