nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT00490646,A Phase II Combination of Trastuzumab and Ixabepilone Versus Trastuzumab and Docetaxel in Patients With Advanced and/or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00490646,COMPLETED,Metastatic Breast Cancer,DRUG: ixabepilone|DRUG: docetaxel|DRUG: trastuzumab,R-Pharm,nan,INTERVENTIONAL,Phase 2
NCT01555944,Prospective Observational Study in Patients With Metastatic Breast Cancer Treated With Anthracyclines,https://clinicaltrials.gov/study/NCT01555944,COMPLETED,Metastatic Breast Cancer,nan,Teva Pharma,nan,OBSERVATIONAL,Unknown
NCT04963595,Pyrotinib and Vinorelbine Tartrate Capsules With or Without Inetetamab for First Line Treatment in Patients With Trastuzumab-resistant HER2-positive Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT04963595,UNKNOWN,Metastatic Breast Cancer,DRUG: Pyrotinib|DRUG: Vinorelbine|DRUG: Inetetamab,Zhiyong Yu,nan,INTERVENTIONAL,Unknown
NCT01392586,Systemic Therapy With or Without Upfront Surgery in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01392586,TERMINATED,Metastatic Breast Cancer,PROCEDURE: upfront breast surgery|OTHER: systemic therapy,Jeroen Bosch Ziekenhuis,Borstkanker Onderzoek Groep|Comprehensive Cancer Centre The Netherlands,INTERVENTIONAL,Unknown
NCT00508586,PTC299 and Hormonal Agent for Treatment of Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00508586,COMPLETED,Metastatic Breast Cancer,DRUG: PTC299,PTC Therapeutics,United States Department of Defense,INTERVENTIONAL,Unknown
NCT00952692,Study to Assess dHER2+AS15 Cancer Vaccine Given in Combination With Lapatinib to Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00952692,COMPLETED,Metastatic Breast Cancer,BIOLOGICAL: dHER2 + AS15 ASCI|DRUG: Lapatinib,"Michael Morse, MD",GlaxoSmithKline,INTERVENTIONAL,Unknown
NCT04483505,"Rogaratinib, Palbociclib y Fulvestrant in Patients With Breast Cancer.",https://clinicaltrials.gov/study/NCT04483505,COMPLETED,Breast Cancer Metastatic|Hormone Receptor Positive Malignant Neoplasm of Breast,"DRUG: Combination, Rogaratinib + palbociclib + fulvestrant",Fundacion CRIS de Investigación para Vencer el Cáncer,Bayer|Pfizer|Apices Soluciones S.L.,INTERVENTIONAL,Unknown
NCT03002532,Hippocampal-sparing Whole Brain Radiotherapy for Brain Metastases From Breast Cancer,https://clinicaltrials.gov/study/NCT03002532,UNKNOWN,Breast Cancer Metastatic|Brain Metastases,RADIATION: whole brain radiotherapy,Affiliated Hospital to Academy of Military Medical Sciences,nan,INTERVENTIONAL,Unknown
NCT03079011,PAlbociclib and Circulating Tumor DNA for ESR1 Mutation Detection,https://clinicaltrials.gov/study/NCT03079011,COMPLETED,Metastatic Breast Cancer,DRUG: Palbociclib 125mg|DRUG: Aromatase Inhibitors|DRUG: Fulvestrant Injectable Product,UNICANCER,Pfizer,INTERVENTIONAL,Unknown
NCT00442260,Doxorubicin HCL Liposome Injection (DOXIL) in Combination With Abraxane in Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00442260,COMPLETED,Metastatic Breast Cancer,DRUG: DOXIL|DRUG: Abraxane,West Virginia University,"Ortho Biotech, Inc.",INTERVENTIONAL,Unknown
NCT01730677,Lapatinib+Vinorelbine vs Vinorelbine HER2 Positive Metastatic Breast Cancer Progressed After Lapatinib/Trastuzumab,https://clinicaltrials.gov/study/NCT01730677,UNKNOWN,Metastatic Breast Cancer,DRUG: Lapatinib|DRUG: Vinorelbine,"National Cancer Center, Korea",Asan Medical Center|Chung-Ang University|Korea University Anam Hospital|Samsung Medical Center|Seoul National University Hospital|Seoul National University Bundang Hospital,INTERVENTIONAL,Unknown
NCT01837095,Dose Escalation of POL6326 in Combination With Eribulin in Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01837095,COMPLETED,Metastatic Breast Cancer,DRUG: POL6326,Polyphor Ltd.,nan,INTERVENTIONAL,Unknown
NCT05065411,Efficacy & Safety Evaluation of Enobosarm in Combo With Abemaciclib in Treatment of ER+HER2- Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT05065411,TERMINATED,Metastatic Breast Cancer,"DRUG: Enobosarm & Abemaciclib Combo|DRUG: non-steroidal AI, or steroidal AI (exemestane with or without everolimus) or Fulvestrant",Veru Inc.,nan,INTERVENTIONAL,Unknown
NCT01506609,Study Evaluating Efficacy And Tolerability Of Veliparib in Combination With Temozolomide (TMZ) or In Combination With Carboplatin and Paclitaxel Versus Placebo in Participants With Breast Cancer Gene (BRCA)1 and BRCA2 Mutation and Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01506609,COMPLETED,Metastatic Breast Cancer,DRUG: Placebo|DRUG: Veliparib|DRUG: Carboplatin|DRUG: Temozolomide|DRUG: Paclitaxel,AbbVie,nan,INTERVENTIONAL,Unknown
NCT01516307,Trial of Active Immunotherapy With Globo H-KLH (OPT-822) in Metastatic Breast Cancer Subjects,https://clinicaltrials.gov/study/NCT01516307,COMPLETED,Metastatic Breast Cancer,BIOLOGICAL: OPT-822/OPT-821(30 μg/100 μg)|BIOLOGICAL: Phosphate Buffer Saline (PBS)|DRUG: Cyclophosphamide,"OBI Pharma, Inc",nan,INTERVENTIONAL,Unknown
NCT04176354,Real-world Treatment Patterns and Effectiveness of Palbociclib and AI Therapy,https://clinicaltrials.gov/study/NCT04176354,COMPLETED,Metastatic Breast Cancer,DRUG: Palbociclib + an aromatase inhibitor|DRUG: Palbociclib + Letrozole|DRUG: Letrozole,Pfizer,nan,OBSERVATIONAL,Unknown
NCT02018419,Increased Frequency of AlloStim(TM) Dosing in Combination With Cryoablation in Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT02018419,WITHDRAWN,Metastatic Breast Cancer,BIOLOGICAL: AlloStim|PROCEDURE: Cryoablation,"Mirror Biologics, Inc.",nan,INTERVENTIONAL,Unknown
NCT00608972,"Phase II Trial of Doxil, Carboplatin, Bevacizumab in Triple Negative Untreated Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00608972,COMPLETED,Metastatic Breast Cancer,DRUG: Doxil|DRUG: Carboplatin|DRUG: Bevacizumab,"Rutgers, The State University of New Jersey",Rutgers Cancer Institute of New Jersey|National Cancer Institute (NCI),INTERVENTIONAL,Phase 2
NCT00322517,Study Of The Efficacy And Safety Of SU-014813 In Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00322517,COMPLETED,Breast Neoplasms,DRUG: SU014813,Pfizer,nan,INTERVENTIONAL,Unknown
NCT00574236,Phase II Trial of Bortezomib and Doxorubicin in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00574236,TERMINATED,Metastatic Breast Cancer,"DRUG: PS-341, doxorubicin","University of Wisconsin, Madison","National Cancer Institute (NCI)|Millennium Pharmaceuticals, Inc.",INTERVENTIONAL,Phase 2
NCT01256567,A Study of Ramucirumab (IMC-1121B) in Participants With Breast Cancer,https://clinicaltrials.gov/study/NCT01256567,COMPLETED,Breast Cancer|Metastatic Breast Cancer,BIOLOGICAL: Ramucirumab|DRUG: Docetaxel,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT00567190,A Study to Evaluate Pertuzumab + Trastuzumab + Docetaxel vs. Placebo + Trastuzumab + Docetaxel in Previously Untreated HER2-Positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00567190,COMPLETED,Metastatic Breast Cancer,DRUG: Pertuzumab|DRUG: Placebo|DRUG: Trastuzumab|DRUG: Docetaxel,"Genentech, Inc.",Hoffmann-La Roche,INTERVENTIONAL,Unknown
NCT00197925,Dendritic Cell Based Therapy of Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00197925,TERMINATED,Metastatic Breast Cancer,BIOLOGICAL: Onco-peptide loaded autologous dendritic cells,Herlev Hospital,nan,INTERVENTIONAL,Unknown
NCT00679211,A Study of Trastuzumab-Mcc-DM1 Administered Intravenously to Patients With HER2-Positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00679211,COMPLETED,Metastatic Breast Cancer,DRUG: Trastuzumab emtansine [Kadcyla],"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT06900647,Bortezomib Plus Cisplatin in Recurrent or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT06900647,RECRUITING,Metastatic Breast Cancer|Recurrent Breast Cancer,DRUG: Bortezomib (B)|DRUG: Cisplatin (CDDP)|DRUG: Bortezomib (B)|DRUG: Bortezomib (B)|DRUG: Cisplatin (CDDP),Sun Yat-sen University,nan,INTERVENTIONAL,Unknown
NCT05892068,A Study of Tucatinib Given Before Surgery to People With HER2+ Cancers That Have Spread to the Brain,https://clinicaltrials.gov/study/NCT05892068,RECRUITING,Metastatic Breast Cancer,DRUG: Tucatinib,Memorial Sloan Kettering Cancer Center,Pfizer|Seagen Inc.,INTERVENTIONAL,Unknown
NCT06691035,Immunologic Targeting of ESR1 Receptor for Hormone Receptor Expressing Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT06691035,RECRUITING,Breast Cancer Metastatic Breast Cancer|HER2-negative Breast Cancer,DRUG: Elacestrant|BIOLOGICAL: DC1 native/mutated ESR1,H. Lee Moffitt Cancer Center and Research Institute,The V Foundation for Cancer Research,INTERVENTIONAL,Unknown
NCT01802970,Safety and Blood Immune Cell Study of Anakinra Plus Physician's Chemotherapy Choice in Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT01802970,COMPLETED,Metastatic Breast Cancer,DRUG: Anakinra plus Standard of Care,Baylor Research Institute,nan,INTERVENTIONAL,Unknown
NCT00082095,To Compare Treatment With Doxorubicin or Capecitabine for Metastatic Breast Cancer in Women 60 Years and Older,https://clinicaltrials.gov/study/NCT00082095,TERMINATED,Metastatic Breast Cancer,DRUG: Pegylated liposomal doxorubicin|DRUG: Capecitabine,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.","Tibotec Therapeutics, a Division of Ortho Biotech Products, L.P., USA",INTERVENTIONAL,Unknown
NCT00597597,"Phase II Open-Label Trial of Tarceva in Women With Metastatic, Hormone- and HER2-Negative Breast Cancer",https://clinicaltrials.gov/study/NCT00597597,TERMINATED,Metastatic Breast Cancer,DRUG: Erlotinib,Rush University Medical Center,nan,INTERVENTIONAL,Phase 2
NCT02103634,NaF PET/MRI Evaluation for Bone Metastases in Breast Cancer,https://clinicaltrials.gov/study/NCT02103634,COMPLETED,Malignant Neoplasm of Breast TNM Staging Distant Metastasis (M)|Untreated Bone Metastases,DEVICE: NaF PET/MRI|DEVICE: NaF PET/CT|DEVICE: FDG PET/CT,Case Comprehensive Cancer Center,National Cancer Institute (NCI),OBSERVATIONAL,Unknown
NCT02595905,Cisplatin With or Without Veliparib in Treating Patients With Recurrent or Metastatic Triple-Negative and/or BRCA Mutation-Associated Breast Cancer With or Without Brain Metastases,https://clinicaltrials.gov/study/NCT02595905,COMPLETED,Metastatic BRCA Hereditary Breast Carcinoma|Metastatic Breast Carcinoma|Metastatic Malignant Neoplasm in the Brain|Metastatic Triple-Negative Breast Carcinoma|Recurrent Breast Carcinoma|Stage IV Breast Cancer AJCC v6 and v7,DRUG: Cisplatin|OTHER: Laboratory Biomarker Analysis|OTHER: Placebo Administration|DRUG: Veliparib,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT00034125,Phase 3 Study of LY353381 Vs Tamoxifen in Women With Locally Advanced or Metastatic Breast Cancer.,https://clinicaltrials.gov/study/NCT00034125,COMPLETED,Breast Neoplasms,DRUG: LY353381|DRUG: tamoxifen,Eli Lilly and Company,nan,INTERVENTIONAL,Phase 3
NCT00691912,Therapy of Metastatic Breast Cancer With Paclitaxel and Liposomal Doxorubicin,https://clinicaltrials.gov/study/NCT00691912,TERMINATED,Metastatic Breast Cancer,DRUG: liposomal Doxorubicin|DRUG: Myocet / Paclitaxel,Claudia Lorenz-Schlüter,nan,INTERVENTIONAL,Unknown
NCT04001621,Pyrotinib in Combination With Capecitabine in Patients With Trastuzumab-resistant HER2-positive Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT04001621,UNKNOWN,Metastatic Breast Cancer,DRUG: Pyrotinib combined with capecitabine,Fudan University,nan,INTERVENTIONAL,Unknown
NCT00907959,A Clinical Trial Assessing Safety and Efficacy of BZL101 for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00907959,UNKNOWN,Metastatic Breast Cancer,DRUG: BZL101,Bionovo,nan,INTERVENTIONAL,Unknown
NCT00303108,Doxil & Carboplatin Plus HER2+ in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00303108,COMPLETED,Metastatic Breast Cancer,DRUG: Pegylated liposomal doxorubicin|DRUG: Carboplatin|DRUG: trastuzumab,US Oncology Research,"Ortho Biotech, Inc.|Tibotec Pharmaceutical Limited",INTERVENTIONAL,Unknown
NCT00240071,Study of Avastin (Bevacizumab) to Reverse Acquired Estrogen Independence in Previously Hormone Responsive Metastatic Breast Ca.,https://clinicaltrials.gov/study/NCT00240071,COMPLETED,Metastatic Breast Cancer,DRUG: Avastin|DRUG: Hormonal therapy,University of Alabama at Birmingham,"Genentech, Inc.",INTERVENTIONAL,Unknown
NCT04293276,Study to Evaluate the Efficacy and Safety of SHR6390 Combined With Pyrotinib in HER2+ Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT04293276,UNKNOWN,Metastatic Breast Cancer,DRUG: Pyrotinib|DRUG: SHR6390,Henan Cancer Hospital,"Jiangsu HengRui Medicine Co., Ltd.",INTERVENTIONAL,Unknown
NCT00338247,EAP (Expanded Access Protocol) Of Lapatinib Combined With Capecitabine In Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00338247,APPROVED_FOR_MARKETING,"Neoplasms, Breast",DRUG: lapatinib + capecitabine,Novartis,nan,EXPANDED_ACCESS,Unknown
NCT03051672,Phase II PEMBROLIZUMAB + PALLIATIVE RADIOTHERAPY IN BC,https://clinicaltrials.gov/study/NCT03051672,TERMINATED,Metastatic Breast Cancer,DRUG: Pembrolizumab|RADIATION: Palliative radiotherapy,Dana-Farber Cancer Institute,Merck Sharp & Dohme LLC,INTERVENTIONAL,Phase 2
NCT02057133,A Study of LY2835219 (Abemaciclib) in Combination With Therapies for Breast Cancer That Has Spread,https://clinicaltrials.gov/study/NCT02057133,ACTIVE_NOT_RECRUITING,Breast Neoplasms,DRUG: LY2835219|DRUG: Letrozole|DRUG: Anastrozole|DRUG: Tamoxifen|DRUG: Exemestane|DRUG: Everolimus|DRUG: Trastuzumab|DRUG: LY3023414|DRUG: Fulvestrant|DRUG: Pertuzumab|DRUG: Loperamide|DRUG: Endocrine therapy,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT01036113,A Phase 2 Study of EZN-2208 in Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01036113,TERMINATED,Metastatic Breast Cancer,DRUG: EZN-2208,"Enzon Pharmaceuticals, Inc.",nan,INTERVENTIONAL,Phase 2
NCT00401427,HERVIN: Trastuzumab and Vinorelbine in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00401427,COMPLETED,Metastatic Breast Cancer,DRUG: trastuzumab|DRUG: vinorelbine,"National Cancer Institute, Naples",nan,INTERVENTIONAL,Unknown
NCT00645177,Phase 2 Study of ABT-869 in Combination With Paclitaxel Versus Paclitaxel Alone to Treat Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00645177,COMPLETED,Metastatic Breast Cancer,DRUG: ABT-869|DRUG: paclitaxel|DRUG: Placebo for ABT-869,"AbbVie (prior sponsor, Abbott)","Genentech, Inc.",INTERVENTIONAL,Phase 2
NCT01616758,Phase II Study of GTx024 in Women With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01616758,TERMINATED,Metastatic Breast Cancer,DRUG: GTx-024 9mg,GTx,nan,INTERVENTIONAL,Phase 2
NCT01377324,Molecular Imaging of Fulvestrant Effects on Availability of ER Binding Sites,https://clinicaltrials.gov/study/NCT01377324,COMPLETED,Metastatic Breast Cancer,OTHER: Diagnostic intervention: Positron Emission Tomography with 16-alpha-[18-fluoro]-17betaestradiol,University Medical Center Groningen,nan,INTERVENTIONAL,Unknown
NCT00191672,A Trial Of Gemcitabine Plus Paclitaxel And Gemcitabine Plus Docetaxel In Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00191672,COMPLETED,Breast Neoplasms,DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Docetaxel,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT00546364,Randomized Study Evaluating Ixabepilone Plus Capecitabine or Docetaxel Plus Capecitabine in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00546364,TERMINATED,Breast Neoplasms,"DRUG: Ixabepilone, 40 mg/m^2 + Capecitabine, 1000 mg/m^2|DRUG: Ixabepilone, 32 mg/m^2 + Capecitabine, 1000 mg/m^2|DRUG: Docetaxel, 75 mg/m^2 + Capecitabine, 1000 mg/m^2",R-Pharm,nan,INTERVENTIONAL,Unknown
NCT00759642,Lapatinib in Women With Metastatic Breast Cancer Who Have Failed Prior Antihormone Therapy,https://clinicaltrials.gov/study/NCT00759642,TERMINATED,Metastatic Breast Cancer,DRUG: lapatinib,University of Kansas Medical Center,nan,INTERVENTIONAL,Unknown
NCT00645333,Phase I/II Study of MK-0752 Followed by Docetaxel in Advanced or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00645333,COMPLETED,Metastatic Breast Cancer,"DRUG: MK-0752, Docetaxel, Pegfilgrastim",University of Michigan Rogel Cancer Center,Baylor College of Medicine|Ohio State University|Dana-Farber Cancer Institute|Weill Medical College of Cornell University|Merck Sharp & Dohme LLC,INTERVENTIONAL,Phase 1
NCT03955939,A Study of LY3295668 Erbumine in Participants With Breast Cancer That Has Spread to Other Parts of the Body,https://clinicaltrials.gov/study/NCT03955939,COMPLETED,Metastatic Breast Cancer,DRUG: LY3295668 Erbumine|DRUG: Endocrine therapy|DRUG: Midazolam,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT00291577,Study Of SU011248 In Combination With Docetaxel In Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00291577,COMPLETED,Breast Neoplasms,DRUG: Sunitinib (Sutent)|DRUG: Taxotere,Pfizer,nan,INTERVENTIONAL,Unknown
NCT00580112,An Efficacy Study of Trabectedin in the Treatment of Participants With Specific Subtypes of Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00580112,COMPLETED,Breast Neoplasms,DRUG: Dexamethasone|DRUG: Trabectedin,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",PharmaMar,INTERVENTIONAL,Unknown
NCT00148070,Phase II Study of Tailored-Dose Docetaxel in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00148070,COMPLETED,Metastatic Breast Cancer,DRUG: Docetaxel|PROCEDURE: Erythromycin Breath Test (ERMBT),University of Michigan Rogel Cancer Center,Aventis Pharmaceuticals|Rhone-Poulenc Rorer,INTERVENTIONAL,Phase 2
NCT00034489,A Phase II Study of a Combination of MTA (LY231514) and Gemcitabine in Patients With Metastatic Breast Cancer.,https://clinicaltrials.gov/study/NCT00034489,COMPLETED,Breast Neoplasms,DRUG: pemetrexed|DRUG: gemcitabine,Eli Lilly and Company,nan,INTERVENTIONAL,Phase 2
NCT02682836,Physical Activity to Maintain Quality of Life and Physical Function in Women With Metastatic Breast Cancer: a Pilot Study,https://clinicaltrials.gov/study/NCT02682836,COMPLETED,Metastatic Breast Cancer,BEHAVIORAL: Walk with Ease,UNC Lineberger Comprehensive Cancer Center,nan,INTERVENTIONAL,Unknown
NCT02690480,Fulvestrant (F)+Placebo vs F+Palbociclib First Line for Postmenopausal Hormone Receptor+ Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT02690480,UNKNOWN,Breast Neoplasms,DRUG: PD-0332991 (Palbociclib)|DRUG: Fulvestrant|DRUG: Placebo,Spanish Breast Cancer Research Group,AstraZeneca,INTERVENTIONAL,Unknown
NCT01134497,Carboplatin With or Without ZD4054 in Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01134497,WITHDRAWN,Metastatic Breast Cancer,DRUG: Placebo|DRUG: ZD4054,Cardiff University,nan,INTERVENTIONAL,Unknown
NCT04937660,Treatment Patterns & Clinical Outcomes of Palbociclib Combinations in HR+HER2-MBC,https://clinicaltrials.gov/study/NCT04937660,COMPLETED,Metastatic Breast Cancer,nan,Pfizer,nan,OBSERVATIONAL,Unknown
NCT00627978,Phase II Study of Ixabepilone in Metastatic Breast Cancer and Its Effects on the Ultrastructure of Neurons,https://clinicaltrials.gov/study/NCT00627978,COMPLETED,Metastatic Breast Cancer,DRUG: ixabepilone,Weill Medical College of Cornell University,Bristol-Myers Squibb,INTERVENTIONAL,Phase 2
NCT03411161,S 81694 Plus Paclitaxel in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT03411161,COMPLETED,Metastatic Breast Cancer|Metastatic Triple Negative Breast Cancer,DRUG: Combination therapy (S81694 + paclitaxel) phase I|DRUG: Paclitaxel|DRUG: Combination therapy (S81694 + paclitaxel) phase II,Institut de Recherches Internationales Servier,"ADIR, a Servier Group company",INTERVENTIONAL,Unknown
NCT02611310,A Study to Observe Treatment Patterns and Outcomes in Participants in Saudi Arabia With Human Epidermal Growth Factor Receptor 2 (HER2-Positive) Unresectable Locally Advanced or Metastatic Breast Cancer (LA/mBC),https://clinicaltrials.gov/study/NCT02611310,TERMINATED,Metastatic Breast Cancer,OTHER: No intervention,Hoffmann-La Roche,nan,OBSERVATIONAL,Unknown
NCT00270569,An Effective and Compliance Regimen of Paclitaxel Plus Cisplatin to Treat Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00270569,UNKNOWN,Breast Neoplasms,"DRUG: PhyxolTM, Cisplatin",Far Eastern Memorial Hospital,nan,INTERVENTIONAL,Unknown
NCT04992156,Prediction of 18F-FES-PET/CT Parameters on Palbociclib Combined With ET,https://clinicaltrials.gov/study/NCT04992156,COMPLETED,Metastatic Breast Cancer,DRUG: Palbociclib,Fudan University,nan,OBSERVATIONAL,Unknown
NCT02254005,Single Dose Escalation Study of Bivatuzumab Mertansine in Female Patients With CD44v6 Positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02254005,COMPLETED,Breast Neoplasms,DRUG: bivatuzumab mertansine,Boehringer Ingelheim,nan,INTERVENTIONAL,Unknown
NCT02392845,A Pilot Dose Escalation Trial of a Densified Chemotherapy Association of Docetaxel and Epirubicin Driven by Mathematical Modeling in Metastatic Breast Cancer Patients: The MODEL1 Study,https://clinicaltrials.gov/study/NCT02392845,COMPLETED,Metastatic Breast Cancer,DRUG: Combination of Docetaxel (DTX) and Epirubicin (EPI),Hospices Civils de Lyon,nan,INTERVENTIONAL,Unknown
NCT02544997,"A Phase II, Single-Arm Trial of Poziotinib as Salvage Treatment in Patients With Metastatic Breast Cancer Who Has HER2 or EGFR Mutation or Activated AR or EGFR Pathway",https://clinicaltrials.gov/study/NCT02544997,COMPLETED,Metastatic Breast Cancer,DRUG: Poziotinib,Samsung Medical Center,nan,INTERVENTIONAL,Phase 2
NCT03147287,Palbociclib After CDK and Endocrine Therapy (PACE),https://clinicaltrials.gov/study/NCT03147287,ACTIVE_NOT_RECRUITING,Metastatic Breast Cancer,DRUG: Palbociclib|DRUG: Fulvestrant|DRUG: Avelumab,Dana-Farber Cancer Institute,Pfizer,INTERVENTIONAL,Unknown
NCT02297438,A Study Of Palbociclib (PD-0332991) + Letrozole VS. Placebo+ Letrozole For 1st Line Treatment Of Asian Postmenopausal Women With ER+/HER2- Advanced Breast Cancer [PALOMA-4],https://clinicaltrials.gov/study/NCT02297438,COMPLETED,Breast Neoplasms,DRUG: Palbociclib|DRUG: Letrozole|DRUG: Placebo|DRUG: Letrozole,Pfizer,nan,INTERVENTIONAL,Unknown
NCT01633060,"A Phase III Study of BKM120 With Fulvestrant in Patients With HR+,HER2-, AI Treated, Locally Advanced or Metastatic Breast Cancer Who Progressed on or After mTORi",https://clinicaltrials.gov/study/NCT01633060,TERMINATED,Metastatic Breast Cancer,DRUG: Fulvestrant|DRUG: BKM120|DRUG: BKM120 matching placebo,Novartis Pharmaceuticals,nan,INTERVENTIONAL,Phase 3
NCT00191269,Gemcitabine Monotherapy for Metastatic Breast Cancer After Anthracycline and Taxane Regimen,https://clinicaltrials.gov/study/NCT00191269,COMPLETED,Metastatic Breast Cancer,DRUG: gemcitabine|DRUG: gemcitabine,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT02418689,Poziotinib in Patients With HER2+ Recurrent Stage IV BC Who Have Received at Least 2 Prior HER2-directed Regimens,https://clinicaltrials.gov/study/NCT02418689,COMPLETED,Metastatic Breast Cancer,DRUG: NOV120101 (Poziotinib),Hanmi Pharmaceutical Company Limited,nan,INTERVENTIONAL,Unknown
NCT04020575,Autologous huMNC2-CAR44 or huMNC2-CAR22 T Cells for Breast Cancer Targeting Cleaved Form of MUC1 (MUC1*),https://clinicaltrials.gov/study/NCT04020575,RECRUITING,Metastatic Breast Cancer,BIOLOGICAL: huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells|BIOLOGICAL: huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells @ RP2D,Minerva Biotechnologies Corporation,City of Hope Medical Center,INTERVENTIONAL,Unknown
NCT03988114,"A Study of Abemaciclib (LY2835219) in Participants With HR+, HER2- Advanced Breast Cancer",https://clinicaltrials.gov/study/NCT03988114,WITHDRAWN,Metastatic Breast Cancer,DRUG: Abemaciclib|DRUG: Nonsteroidal Aromatase Inhibitor (NSAI),Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT02072512,The Study of Goserelin Plus Fulvestrant Comparing With Goserelin Plus Anastrozole for Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT02072512,UNKNOWN,Metastatic Breast Cancer,DRUG: Fulvestrant|DRUG: Goserelin|DRUG: Anastrozole|DRUG: Goserelin,"Hospital Affiliated to Military Medical Science, Beijing",nan,INTERVENTIONAL,Unknown
NCT01433614,"Epirubicin and Paclitaxel, Alone or Together With Capecitabine as First Line Treatment in Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT01433614,COMPLETED,Metastatic Breast Cancer,DRUG: Epirubicin|DRUG: Paclitaxel|DRUG: Capecitabine,Thomas Hatschek,nan,INTERVENTIONAL,Unknown
NCT02207335,Trial of Gemcitabine_Capecitabine Versus Gemcitabine_Carboplatin in Breast Cancer,https://clinicaltrials.gov/study/NCT02207335,UNKNOWN,Metastatic Breast Cancer,"DRUG: Gemcitabine，Capecitabine|DRUG: Gemcitabine, Carboplatin",Tianjin Medical University Cancer Institute and Hospital,nan,INTERVENTIONAL,Unknown
NCT01416389,A Study of LY2523355 in Participants With Breast Cancer,https://clinicaltrials.gov/study/NCT01416389,COMPLETED,Metastatic Breast Cancer,DRUG: LY2523355|DRUG: ixabepilone|DRUG: pegfilgrastim|DRUG: filgrastim,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT00334802,Combination Chemotherapy of Gemcitabine and Paclitaxel for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00334802,COMPLETED,Metastatic Breast Cancer,DRUG: gemcitabine|DRUG: paclitaxel,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
